front,group,cell,condition,variant,true_events,predicted_events,matched_events,bounded_matches,precision,recall,f1,split_count,merge_count,split_rate,merge_rate,pitch_accuracy,pitch_availability,mean_pitch_error_available,octave_error_rate,mean_onset_error_s,mean_end_error_s,max_true_end_latency_s,max_inferred_end_latency_s
map,cea-15,joint,removal,0,9,8,7,7,0.875,0.7777777777777778,0.8235294117647058,0,1,0.0,0.1111111111111111,0.7777777777777778,0.7777777777777778,0.0053981630869129405,0.0,0.008705357142857141,0.009758928571428571,0.0915625,0.076
mixture,cea-15,joint,removal,0,9,8,7,7,0.875,0.7777777777777778,0.8235294117647058,0,1,0.0,0.1111111111111111,0.7777777777777778,0.7777777777777778,0.0053981630869129405,0.0,0.008705357142857141,0.009758928571428571,0.0915625,0.076
repaired,cea-15,joint,removal,0,9,8,7,7,0.875,0.7777777777777778,0.8235294117647058,0,1,0.0,0.1111111111111111,0.7777777777777778,0.7777777777777778,0.0025997039237667862,0.0,0.008705357142857141,0.009758928571428571,0.0915625,0.076
streaming,cea-15,joint,removal,0,9,8,7,7,0.875,0.7777777777777778,0.8235294117647058,0,1,0.0,0.1111111111111111,0.5555555555555556,0.7777777777777778,6.174663517799621,0.0,0.008705357142857141,0.009758928571428571,0.0915625,0.076
fixed,cea-15,joint,removal,0,9,14,5,2,0.14285714285714285,0.2222222222222222,0.17391304347826086,7,3,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.059994966645664505,0.0,0.020975,0.024312499999999997,0.0113125,0.0
oracle-boundary,cea-15,joint,removal,0,9,9,9,9,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0035965552171326465,0.0,0.0,0.0,0.04725,0.04725
map,cea-15,joint,removal,1,9,8,7,7,0.875,0.7777777777777778,0.8235294117647058,0,1,0.0,0.1111111111111111,0.7777777777777778,0.7777777777777778,0.0053981630869129405,0.0,0.008705357142857141,0.009758928571428571,0.0915625,0.076
mixture,cea-15,joint,removal,1,9,8,7,7,0.875,0.7777777777777778,0.8235294117647058,0,1,0.0,0.1111111111111111,0.7777777777777778,0.7777777777777778,0.0053981630869129405,0.0,0.008705357142857141,0.009758928571428571,0.0915625,0.076
repaired,cea-15,joint,removal,1,9,8,7,7,0.875,0.7777777777777778,0.8235294117647058,0,1,0.0,0.1111111111111111,0.7777777777777778,0.7777777777777778,0.0025997039237667862,0.0,0.008705357142857141,0.009758928571428571,0.0915625,0.076
streaming,cea-15,joint,removal,1,9,8,7,7,0.875,0.7777777777777778,0.8235294117647058,0,1,0.0,0.1111111111111111,0.5555555555555556,0.7777777777777778,6.174663517799621,0.0,0.008705357142857141,0.009758928571428571,0.0915625,0.076
fixed,cea-15,joint,removal,1,9,14,5,2,0.14285714285714285,0.2222222222222222,0.17391304347826086,7,3,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.059994966645664505,0.0,0.020975,0.024312499999999997,0.0113125,0.0
oracle-boundary,cea-15,joint,removal,1,9,9,9,9,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0035965552171326465,0.0,0.0,0.0,0.04725,0.04725
map,cea-15,joint,swap,0,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.8181818181818182,0.8181818181818182,0.006417957664828815,0.0,0.010215277777777776,0.010298611111111113,0.108125,0.096
mixture,cea-15,joint,swap,0,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.8181818181818182,0.8181818181818182,0.006417957664828815,0.0,0.010215277777777776,0.010298611111111113,0.108125,0.096
repaired,cea-15,joint,swap,0,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.8181818181818182,0.8181818181818182,0.004354743871273017,0.0,0.010215277777777776,0.010298611111111113,0.108125,0.096
streaming,cea-15,joint,swap,0,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.5454545454545454,0.8181818181818182,6.133260871238221,0.09090909090909091,0.010215277777777776,0.010298611111111113,0.108125,0.096
fixed,cea-15,joint,swap,0,11,18,7,3,0.16666666666666666,0.2727272727272727,0.20689655172413793,9,4,0.8181818181818182,0.36363636363636365,0.6363636363636364,0.6363636363636364,0.04597554276290846,0.0,0.021125,0.0213125,0.0113125,0.0
oracle-boundary,cea-15,joint,swap,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.004903267457177921,0.0,0.0,0.0,0.05625,0.05625
map,cea-15,joint,swap,1,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.8181818181818182,0.8181818181818182,0.006499831961752831,0.0,0.010215277777777778,0.00940972222222222,0.108125,0.096
mixture,cea-15,joint,swap,1,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.8181818181818182,0.8181818181818182,0.006499831961752831,0.0,0.010215277777777778,0.00940972222222222,0.108125,0.096
repaired,cea-15,joint,swap,1,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.8181818181818182,0.8181818181818182,0.004418698127166702,0.0,0.010215277777777778,0.00940972222222222,0.108125,0.096
streaming,cea-15,joint,swap,1,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.5454545454545454,0.8181818181818182,6.132645841403942,0.09090909090909091,0.010215277777777778,0.00940972222222222,0.108125,0.096
fixed,cea-15,joint,swap,1,11,18,7,3,0.16666666666666666,0.2727272727272727,0.20689655172413793,9,4,0.8181818181818182,0.36363636363636365,0.6363636363636364,0.6363636363636364,0.04600622972272512,0.0,0.021125,0.0213125,0.0113125,0.0
oracle-boundary,cea-15,joint,swap,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.004903267457177921,0.0,0.0,0.0,0.05625,0.05625
map,cea-15,joint,shuffle,0,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.8181818181818182,0.8181818181818182,0.006386666216459484,0.0,0.0101875,0.009381944444444443,0.108125,0.096
mixture,cea-15,joint,shuffle,0,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.8181818181818182,0.8181818181818182,0.006386666216459484,0.0,0.0101875,0.009381944444444443,0.108125,0.096
repaired,cea-15,joint,shuffle,0,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.8181818181818182,0.8181818181818182,0.0043694457371839706,0.0,0.0101875,0.009381944444444443,0.108125,0.096
streaming,cea-15,joint,shuffle,0,11,10,9,9,0.9,0.8181818181818182,0.8571428571428571,0,1,0.0,0.09090909090909091,0.6363636363636364,0.8181818181818182,3.485865018074814,0.09090909090909091,0.0101875,0.009381944444444443,0.108125,0.096
