model,group,cell,condition,variant,source_accuracy,false_match,rejection,pitch_accuracy,time_accuracy,timbre_accuracy,alignment_coverage,alignment_end_error,pitch_shift,time_ratio,spectral_residual,energy_residual
patch-multi/absolute,sp-29,unchanged,reset,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-29,unchanged,reset,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-29,unchanged,reset,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-29,unchanged,reset,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-29,unchanged,removal,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.015625,0.0,1.3333333333333333,0.07530812427737393,0.14974334458766145
patch-multi/reference,sp-29,unchanged,removal,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.015625,0.0,1.3333333333333333,0.07530812427737393,0.14974334458766145
patch-multi/absolute,sp-29,unchanged,removal,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.015625,0.0,1.3333333333333333,0.07530812427737393,0.14974334458766145
patch-multi/reference,sp-29,unchanged,removal,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.015625,0.0,1.3333333333333333,0.07530812427737393,0.14974334458766145
patch-multi/absolute,sp-29,unchanged,swap,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.015625,0.0,1.3333333333333333,0.07515995447070956,0.1619319933894556
patch-multi/reference,sp-29,unchanged,swap,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.015625,0.0,1.3333333333333333,0.07515995447070956,0.1619319933894556
patch-multi/absolute,sp-29,unchanged,swap,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.0718084784376129,0.16583133237909392
patch-multi/reference,sp-29,unchanged,swap,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.0718084784376129,0.16583133237909392
patch-multi/absolute,sp-29,unchanged,shuffle,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0480625,0.0,1.0,0.044435521710193125,0.1595413456957928
patch-multi/reference,sp-29,unchanged,shuffle,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0480625,0.0,1.0,0.044435521710193125,0.1595413456957928
patch-multi/absolute,sp-29,unchanged,shuffle,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0480625,0.0,1.0,0.05336602110937279,0.1599123861368794
patch-multi/reference,sp-29,unchanged,shuffle,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0480625,0.0,1.0,0.05336602110937279,0.1599123861368794
patch-multi/absolute,sp-29,unchanged,ambiguous,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0480625,0.0,1.0,0.05336602110937279,0.1599123861368794
patch-multi/reference,sp-29,unchanged,ambiguous,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0480625,0.0,1.0,0.05336602110937279,0.1599123861368794
patch-multi/absolute,sp-29,unchanged,ambiguous,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0480625,0.0,1.0,0.05336602110937279,0.1599123861368794
patch-multi/reference,sp-29,unchanged,ambiguous,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0480625,0.0,1.0,0.05336602110937279,0.1599123861368794
patch-multi/absolute,sp-29,unchanged,unrelated,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-29,unchanged,unrelated,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-29,unchanged,unrelated,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-29,unchanged,unrelated,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-29,transpose,intact,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-29,transpose,intact,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.015625,-3.0,1.3333333333333333,0.07566646093077362,0.1583657167214504
patch-multi/absolute,sp-29,transpose,intact,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-29,transpose,intact,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.015625,-3.0,1.3333333333333333,0.07664572771189532,0.15787382460698376
patch-multi/absolute,sp-29,stretch,intact,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.000375,0.0,1.3333333333333333,0.13380234440191371,0.13222291959243523
patch-multi/reference,sp-29,stretch,intact,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.000375,0.0,1.3333333333333333,0.13380234440191371,0.13222291959243523
patch-multi/absolute,sp-29,stretch,intact,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.000375,0.0,1.3333333333333333,0.13380234440191371,0.13222291959243523
patch-multi/reference,sp-29,stretch,intact,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.000375,0.0,1.3333333333333333,0.13380234440191371,0.13222291959243523
patch-multi/absolute,sp-29,timbre,intact,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-29,timbre,intact,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-29,timbre,intact,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-29,timbre,intact,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-30,unchanged,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.04675,0.0,1.0,0.03254806863375058,0.14129688027361081
patch-multi/reference,sp-30,unchanged,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.04675,0.0,1.0,0.03254806863375058,0.14129688027361081
patch-multi/absolute,sp-30,unchanged,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.04675,0.0,1.0,0.03261024008432543,0.14119240767070487
patch-multi/reference,sp-30,unchanged,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.04675,0.0,1.0,0.03261024008432543,0.14119240767070487
patch-multi/absolute,sp-30,unchanged,reset,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-30,unchanged,reset,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-30,unchanged,reset,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-30,unchanged,reset,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-30,unchanged,removal,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.01475,0.0,1.3333333333333333,0.062488557244939125,0.1326851543092754
patch-multi/reference,sp-30,unchanged,removal,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.01475,0.0,1.3333333333333333,0.062488557244939125,0.1326851543092754
patch-multi/absolute,sp-30,unchanged,removal,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.01475,0.0,1.3333333333333333,0.062488557244939125,0.1326851543092754
patch-multi/reference,sp-30,unchanged,removal,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.01475,0.0,1.3333333333333333,0.062488557244939125,0.1326851543092754
patch-multi/absolute,sp-30,unchanged,swap,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.04675,0.0,1.0,0.03261024008432543,0.14119240767070487
patch-multi/reference,sp-30,unchanged,swap,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.04675,0.0,1.0,0.03261024008432543,0.14119240767070487
patch-multi/absolute,sp-30,unchanged,swap,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.04675,0.0,1.0,0.03254806863375058,0.14129688027361081
patch-multi/reference,sp-30,unchanged,swap,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.04675,0.0,1.0,0.03254806863375058,0.14129688027361081
patch-multi/absolute,sp-30,unchanged,shuffle,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.058842569539627035,0.15072824241234437
patch-multi/reference,sp-30,unchanged,shuffle,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.058842569539627035,0.15072824241234437
patch-multi/absolute,sp-30,unchanged,shuffle,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0150625,0.0,1.3333333333333333,0.06085781278518099,0.14572433121426678
patch-multi/reference,sp-30,unchanged,shuffle,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0150625,0.0,1.3333333333333333,0.06085781278518099,0.14572433121426678
patch-multi/absolute,sp-30,unchanged,ambiguous,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.04675,0.0,1.0,0.03254806863375058,0.14129688027361081
patch-multi/reference,sp-30,unchanged,ambiguous,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.04675,0.0,1.0,0.03254806863375058,0.14129688027361081
patch-multi/absolute,sp-30,unchanged,ambiguous,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.04675,0.0,1.0,0.03254806863375058,0.14129688027361081
patch-multi/reference,sp-30,unchanged,ambiguous,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.04675,0.0,1.0,0.03254806863375058,0.14129688027361081
patch-multi/absolute,sp-30,unchanged,unrelated,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-30,unchanged,unrelated,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-30,unchanged,unrelated,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-30,unchanged,unrelated,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-30,transpose,intact,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.3333333333333333,0.24804719157978705,0.3739413808290025
patch-multi/reference,sp-30,transpose,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.04675,3.0,1.0,0.04179414740142026,0.14113018139211342
patch-multi/absolute,sp-30,transpose,intact,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-30,transpose,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.04675,3.0,1.0,0.04336463637131993,0.14102570878920748
patch-multi/absolute,sp-30,stretch,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.03075,0.0,1.3333333333333333,0.031991991753665114,0.11080895824855576
patch-multi/reference,sp-30,stretch,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.03075,0.0,1.3333333333333333,0.031991991753665114,0.11080895824855576
patch-multi/absolute,sp-30,stretch,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.03075,0.0,1.3333333333333333,0.03473266975721872,0.11093394569765148
patch-multi/reference,sp-30,stretch,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.03075,0.0,1.3333333333333333,0.03473266975721872,0.11093394569765148
patch-multi/absolute,sp-30,timbre,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.04675,0.0,1.0,0.16869879738276175,0.14311884799122904
patch-multi/reference,sp-30,timbre,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.04675,0.0,1.0,0.16869879738276175,0.14311884799122904
patch-multi/absolute,sp-30,timbre,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.04675,0.0,1.0,0.17268911201554385,0.1430143753883231
patch-multi/reference,sp-30,timbre,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.04675,0.0,1.0,0.17268911201554385,0.1430143753883231
patch-multi/absolute,sp-31,unchanged,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0454375,0.0,1.0,0.034928567904139694,0.12795757304132363
patch-multi/reference,sp-31,unchanged,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0454375,0.0,1.0,0.034928567904139694,0.12795757304132363
patch-multi/absolute,sp-31,unchanged,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0454375,0.0,1.0,0.03280368533273368,0.1277795964376751
patch-multi/reference,sp-31,unchanged,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0454375,0.0,1.0,0.03280368533273368,0.1277795964376751
patch-multi/absolute,sp-31,unchanged,reset,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-31,unchanged,reset,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-31,unchanged,reset,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-31,unchanged,reset,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-31,unchanged,removal,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0134375,0.0,1.3333333333333333,0.07546169027616459,0.12378472452719029
patch-multi/reference,sp-31,unchanged,removal,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0134375,0.0,1.3333333333333333,0.07546169027616459,0.12378472452719029
patch-multi/absolute,sp-31,unchanged,removal,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0134375,0.0,1.3333333333333333,0.07546169027616459,0.12378472452719029
patch-multi/reference,sp-31,unchanged,removal,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0134375,0.0,1.3333333333333333,0.07546169027616459,0.12378472452719029
patch-multi/absolute,sp-31,unchanged,swap,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0454375,0.0,1.0,0.03280368533273368,0.1277795964376751
patch-multi/reference,sp-31,unchanged,swap,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0454375,0.0,1.0,0.03280368533273368,0.1277795964376751
patch-multi/absolute,sp-31,unchanged,swap,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0454375,0.0,1.0,0.034928567904139694,0.12795757304132363
patch-multi/reference,sp-31,unchanged,swap,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0454375,0.0,1.0,0.034928567904139694,0.12795757304132363
patch-multi/absolute,sp-31,unchanged,shuffle,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0145,0.0,1.3333333333333333,0.06736214074609521,0.13443784641847328
patch-multi/reference,sp-31,unchanged,shuffle,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0145,0.0,1.3333333333333333,0.06736214074609521,0.13443784641847328
patch-multi/absolute,sp-31,unchanged,shuffle,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0145,0.0,1.3333333333333333,0.06960023126076326,0.13435199714511664
patch-multi/reference,sp-31,unchanged,shuffle,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0145,0.0,1.3333333333333333,0.06960023126076326,0.13435199714511664
patch-multi/absolute,sp-31,unchanged,ambiguous,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0454375,0.0,1.0,0.034928567904139694,0.12795757304132363
patch-multi/reference,sp-31,unchanged,ambiguous,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0454375,0.0,1.0,0.034928567904139694,0.12795757304132363
patch-multi/absolute,sp-31,unchanged,ambiguous,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0454375,0.0,1.0,0.034928567904139694,0.12795757304132363
patch-multi/reference,sp-31,unchanged,ambiguous,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0454375,0.0,1.0,0.034928567904139694,0.12795757304132363
patch-multi/absolute,sp-31,unchanged,unrelated,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-31,unchanged,unrelated,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-31,unchanged,unrelated,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-31,unchanged,unrelated,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-31,transpose,intact,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-31,transpose,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0454375,5.0,1.0,0.05446509303803756,0.12758601932621855
patch-multi/absolute,sp-31,transpose,intact,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-31,transpose,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0454375,5.0,1.0,0.055295686310981765,0.12740804272257003
patch-multi/absolute,sp-31,stretch,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0454375,0.0,1.3333333333333333,0.05806268911120692,0.23054797739911126
patch-multi/reference,sp-31,stretch,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0454375,0.0,1.3333333333333333,0.05806268911120692,0.23054797739911126
patch-multi/absolute,sp-31,stretch,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0454375,0.0,1.3333333333333333,0.059740977286245694,0.23042207544420387
patch-multi/reference,sp-31,stretch,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0454375,0.0,1.3333333333333333,0.059740977286245694,0.23042207544420387
patch-multi/absolute,sp-31,timbre,intact,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0454375,0.0,1.0,0.043423413550877914,0.12753074508164977
patch-multi/reference,sp-31,timbre,intact,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0454375,0.0,1.0,0.043423413550877914,0.12753074508164977
patch-multi/absolute,sp-31,timbre,intact,1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0454375,0.0,1.0,0.04212464083513321,0.12735276847800123
patch-multi/reference,sp-31,timbre,intact,1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0454375,0.0,1.0,0.04212464083513321,0.12735276847800123
patch-multi/absolute,sp-32,unchanged,intact,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0139375,0.0,1.3333333333333333,0.06703441957188247,0.12030815917457513
patch-multi/reference,sp-32,unchanged,intact,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0139375,0.0,1.3333333333333333,0.06703441957188247,0.12030815917457513
patch-multi/absolute,sp-32,unchanged,intact,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0139375,0.0,1.3333333333333333,0.06799736137052836,0.1201465692072837
patch-multi/reference,sp-32,unchanged,intact,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0139375,0.0,1.3333333333333333,0.06799736137052836,0.1201465692072837
patch-multi/absolute,sp-32,unchanged,reset,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-32,unchanged,reset,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-32,unchanged,reset,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-32,unchanged,reset,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-32,unchanged,removal,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0139375,0.0,1.3333333333333333,0.0696385877098118,0.10968292949961869
patch-multi/reference,sp-32,unchanged,removal,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0139375,0.0,1.3333333333333333,0.0696385877098118,0.10968292949961869
patch-multi/absolute,sp-32,unchanged,removal,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0139375,0.0,1.3333333333333333,0.0696385877098118,0.10968292949961869
patch-multi/reference,sp-32,unchanged,removal,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0139375,0.0,1.3333333333333333,0.0696385877098118,0.10968292949961869
patch-multi/absolute,sp-32,unchanged,swap,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0139375,0.0,1.3333333333333333,0.06799736137052836,0.1201465692072837
patch-multi/reference,sp-32,unchanged,swap,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0139375,0.0,1.3333333333333333,0.06799736137052836,0.1201465692072837
patch-multi/absolute,sp-32,unchanged,swap,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0139375,0.0,1.3333333333333333,0.06703441957188247,0.12030815917457513
patch-multi/reference,sp-32,unchanged,swap,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0139375,0.0,1.3333333333333333,0.06703441957188247,0.12030815917457513
patch-multi/absolute,sp-32,unchanged,shuffle,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.044125,0.0,1.0,0.036451193537447295,0.11595691765081413
patch-multi/reference,sp-32,unchanged,shuffle,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.044125,0.0,1.0,0.036451193537447295,0.11595691765081413
patch-multi/absolute,sp-32,unchanged,shuffle,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.044125,0.0,1.0,0.024823421563210147,0.11604569493080583
patch-multi/reference,sp-32,unchanged,shuffle,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.044125,0.0,1.0,0.024823421563210147,0.11604569493080583
patch-multi/absolute,sp-32,unchanged,ambiguous,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.044125,0.0,1.0,0.024823421563210147,0.11604569493080583
patch-multi/reference,sp-32,unchanged,ambiguous,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.044125,0.0,1.0,0.024823421563210147,0.11604569493080583
patch-multi/absolute,sp-32,unchanged,ambiguous,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.044125,0.0,1.0,0.024823421563210147,0.11604569493080583
patch-multi/reference,sp-32,unchanged,ambiguous,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.044125,0.0,1.0,0.024823421563210147,0.11604569493080583
patch-multi/absolute,sp-32,unchanged,unrelated,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-32,unchanged,unrelated,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,2.0,1.3333333333333333,0.17228704878321993,0.17048777688479488
patch-multi/absolute,sp-32,unchanged,unrelated,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-32,unchanged,unrelated,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,2.0,1.3333333333333333,0.18245907493118685,0.17048777688479488
patch-multi/absolute,sp-32,transpose,intact,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-32,transpose,intact,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0139375,-5.0,1.3333333333333333,0.08609616568482412,0.12062399424360762
patch-multi/absolute,sp-32,transpose,intact,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-32,transpose,intact,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0139375,-5.0,1.3333333333333333,0.08736649902471896,0.12046240427631622
patch-multi/absolute,sp-32,stretch,intact,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0020625,0.0,1.3333333333333333,0.13290300715914177,0.18246334446201803
patch-multi/reference,sp-32,stretch,intact,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0020625,0.0,1.3333333333333333,0.13290300715914177,0.18246334446201803
patch-multi/absolute,sp-32,stretch,intact,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0020625,0.0,1.3333333333333333,0.13290300715914177,0.18246334446201803
patch-multi/reference,sp-32,stretch,intact,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0020625,0.0,1.3333333333333333,0.13290300715914177,0.18246334446201803
patch-multi/absolute,sp-32,timbre,intact,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-32,timbre,intact,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-32,timbre,intact,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-32,timbre,intact,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-33,unchanged,intact,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.013375,0.0,1.3333333333333333,0.07086482650150734,0.11239075692170135
patch-multi/reference,sp-33,unchanged,intact,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.013375,0.0,1.3333333333333333,0.07086482650150734,0.11239075692170135
patch-multi/absolute,sp-33,unchanged,intact,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.013375,0.0,1.3333333333333333,0.06967531644116923,0.11232561224860223
patch-multi/reference,sp-33,unchanged,intact,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.013375,0.0,1.3333333333333333,0.06967531644116923,0.11232561224860223
patch-multi/absolute,sp-33,unchanged,reset,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-33,unchanged,reset,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-33,unchanged,reset,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-33,unchanged,reset,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-33,unchanged,removal,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.013375,0.0,1.3333333333333333,0.07185921449146357,0.10193139092941805
patch-multi/reference,sp-33,unchanged,removal,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.013375,0.0,1.3333333333333333,0.07185921449146357,0.10193139092941805
patch-multi/absolute,sp-33,unchanged,removal,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.013375,0.0,1.3333333333333333,0.07185921449146357,0.10193139092941805
patch-multi/reference,sp-33,unchanged,removal,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.013375,0.0,1.3333333333333333,0.07185921449146357,0.10193139092941805
patch-multi/absolute,sp-33,unchanged,swap,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.013375,0.0,1.3333333333333333,0.06967531644116923,0.11232561224860223
patch-multi/reference,sp-33,unchanged,swap,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.013375,0.0,1.3333333333333333,0.06967531644116923,0.11232561224860223
patch-multi/absolute,sp-33,unchanged,swap,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.013375,0.0,1.3333333333333333,0.07086482650150734,0.11239075692170135
patch-multi/reference,sp-33,unchanged,swap,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.013375,0.0,1.3333333333333333,0.07086482650150734,0.11239075692170135
patch-multi/absolute,sp-33,unchanged,shuffle,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0428125,0.0,1.0,0.02199611320985059,0.10631852501906479
patch-multi/reference,sp-33,unchanged,shuffle,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0428125,0.0,1.0,0.02199611320985059,0.10631852501906479
patch-multi/absolute,sp-33,unchanged,shuffle,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0428125,0.0,1.0,0.02937030701903616,0.10590011382525391
patch-multi/reference,sp-33,unchanged,shuffle,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0428125,0.0,1.0,0.02937030701903616,0.10590011382525391
