model,cell,condition,bin,count,confidence,accuracy
patch-multi/transition3,unchanged,ambiguous,3,2,0.37464499999999995,0.0
patch-multi/transition3,unchanged,ambiguous,8,2,0.8042701944656563,0.0
patch-multi/transition3,unchanged,ambiguous,9,44,0.9917340883287292,0.0
patch-multi/transition3,unchanged,intact,3,2,0.37464499999999995,0.0
patch-multi/transition3,unchanged,intact,7,2,0.7897042393276761,0.0
patch-multi/transition3,unchanged,intact,8,1,0.8218955983930964,0.0
patch-multi/transition3,unchanged,intact,9,43,0.9990170054804945,0.0
patch-multi/transition3,unchanged,removal,9,48,0.9990199999999999,0.0
patch-multi/transition3,unchanged,reset,3,2,0.37464499999999995,0.0
patch-multi/transition3,unchanged,reset,9,46,0.9990200000000001,0.0
patch-multi/transition3,unchanged,shuffle,3,2,0.37464499999999995,0.0
patch-multi/transition3,unchanged,shuffle,8,4,0.8531597286935175,0.0
patch-multi/transition3,unchanged,shuffle,9,42,0.9932537614422379,0.0
patch-multi/transition3,unchanged,swap,3,2,0.37464499999999995,0.0
patch-multi/transition3,unchanged,swap,7,2,0.7897042393276761,0.0
patch-multi/transition3,unchanged,swap,8,1,0.8218955983930964,0.0
patch-multi/transition3,unchanged,swap,9,43,0.9990170054804945,0.0
patch-multi/transition3,unchanged,unrelated,7,4,0.7972676608870741,0.0
patch-multi/transition3,unchanged,unrelated,9,44,0.9990165302223055,0.0
trim16/absolute,stretch,intact,3,14,0.374645,0.0
trim16/absolute,stretch,intact,9,34,0.9990199999999999,1.0
trim16/absolute,timbre,intact,3,6,0.37464499999999995,0.0
trim16/absolute,timbre,intact,9,42,0.9990199999999999,1.0
trim16/absolute,transpose,intact,3,48,0.37464499999999995,0.08333333333333333
trim16/absolute,unchanged,ambiguous,3,6,0.37464499999999995,0.0
trim16/absolute,unchanged,ambiguous,4,16,0.49966084426531915,0.5
trim16/absolute,unchanged,ambiguous,5,22,0.511875930842582,0.5
trim16/absolute,unchanged,ambiguous,7,4,0.7633785161851632,0.5
trim16/absolute,unchanged,intact,3,6,0.37464499999999995,0.0
trim16/absolute,unchanged,intact,9,42,0.9990199999999999,1.0
trim16/absolute,unchanged,removal,3,48,0.37464499999999995,0.08333333333333333
trim16/absolute,unchanged,reset,3,48,0.37464499999999995,0.08333333333333333
trim16/absolute,unchanged,shuffle,3,6,0.37464499999999995,0.0
trim16/absolute,unchanged,shuffle,9,42,0.9990199999999999,1.0
trim16/absolute,unchanged,swap,3,6,0.37464499999999995,0.0
trim16/absolute,unchanged,swap,9,42,0.9990199999999999,1.0
trim16/absolute,unchanged,unrelated,3,48,0.37464499999999995,0.08333333333333333
trim16/present,stretch,intact,3,48,0.37464499999999995,0.08333333333333333
trim16/present,timbre,intact,3,48,0.37464499999999995,0.08333333333333333
trim16/present,transpose,intact,3,48,0.37464499999999995,0.08333333333333333
trim16/present,unchanged,ambiguous,3,48,0.37464499999999995,0.08333333333333333
trim16/present,unchanged,intact,3,48,0.37464499999999995,0.08333333333333333
trim16/present,unchanged,removal,3,48,0.37464499999999995,0.08333333333333333
trim16/present,unchanged,reset,3,48,0.37464499999999995,0.08333333333333333
trim16/present,unchanged,shuffle,3,48,0.37464499999999995,0.08333333333333333
trim16/present,unchanged,swap,3,48,0.37464499999999995,0.08333333333333333
trim16/present,unchanged,unrelated,3,48,0.37464499999999995,0.08333333333333333
trim16/recency,stretch,intact,3,1,0.35724999999999996,0.0
trim16/recency,stretch,intact,9,47,0.9509975035184149,0.3829787234042553
trim16/recency,timbre,intact,3,1,0.35724999999999996,0.0
trim16/recency,timbre,intact,9,47,0.9509999524745701,0.3829787234042553
trim16/recency,transpose,intact,3,34,0.35725,0.08823529411764706
trim16/recency,transpose,intact,9,14,0.9509987821220126,0.07142857142857142
trim16/recency,unchanged,ambiguous,9,48,0.950999363222211,0.3958333333333333
trim16/recency,unchanged,intact,3,1,0.35724999999999996,0.0
trim16/recency,unchanged,intact,9,47,0.9509992213456171,0.3829787234042553
trim16/recency,unchanged,removal,3,44,0.35725,0.09090909090909091
trim16/recency,unchanged,removal,9,4,0.951,0.0
trim16/recency,unchanged,reset,3,44,0.35725,0.09090909090909091
trim16/recency,unchanged,reset,9,4,0.951,0.0
trim16/recency,unchanged,shuffle,3,1,0.35724999999999996,0.0
trim16/recency,unchanged,shuffle,9,47,0.95099917110942,0.425531914893617
trim16/recency,unchanged,swap,3,1,0.35724999999999996,0.0
trim16/recency,unchanged,swap,9,47,0.9509992213456171,0.3829787234042553
trim16/recency,unchanged,unrelated,3,22,0.35724999999999985,0.045454545454545456
trim16/recency,unchanged,unrelated,9,26,0.951,0.11538461538461539
trim16/reference,stretch,intact,3,14,0.374645,0.0
trim16/reference,stretch,intact,9,34,0.9990199999999999,1.0
trim16/reference,timbre,intact,3,6,0.37464499999999995,0.0
trim16/reference,timbre,intact,9,42,0.9990199999999999,1.0
trim16/reference,transpose,intact,3,8,0.37464499999999995,0.0
trim16/reference,transpose,intact,9,40,0.9990199999999998,1.0
trim16/reference,unchanged,ambiguous,3,6,0.37464499999999995,0.0
trim16/reference,unchanged,ambiguous,4,12,0.49976123532132916,0.5
trim16/reference,unchanged,ambiguous,5,26,0.5064514225318406,0.5
trim16/reference,unchanged,ambiguous,6,2,0.6726746723599004,0.5
trim16/reference,unchanged,ambiguous,7,2,0.7008670565612105,0.5
trim16/reference,unchanged,intact,3,6,0.37464499999999995,0.0
trim16/reference,unchanged,intact,9,42,0.9990199999999999,1.0
trim16/reference,unchanged,removal,3,48,0.37464499999999995,0.08333333333333333
trim16/reference,unchanged,reset,3,48,0.37464499999999995,0.08333333333333333
trim16/reference,unchanged,shuffle,3,6,0.37464499999999995,0.0
trim16/reference,unchanged,shuffle,9,42,0.9990199999999999,1.0
trim16/reference,unchanged,swap,3,6,0.37464499999999995,0.0
trim16/reference,unchanged,swap,9,42,0.9990199999999999,1.0
trim16/reference,unchanged,unrelated,3,48,0.37464499999999995,0.08333333333333333
trim16/transition1,stretch,intact,3,3,0.3903952669266977,0.0
trim16/transition1,stretch,intact,4,6,0.49973388522698614,0.0
trim16/transition1,stretch,intact,5,26,0.5065000217870839,0.38461538461538464
trim16/transition1,stretch,intact,9,13,0.9990105087206584,0.0
trim16/transition1,timbre,intact,3,3,0.39134420506176165,0.0
trim16/transition1,timbre,intact,4,9,0.4776310382682921,0.1111111111111111
trim16/transition1,timbre,intact,5,29,0.5063034865128504,0.4827586206896552
trim16/transition1,timbre,intact,8,2,0.8399652419461148,1.0
trim16/transition1,timbre,intact,9,5,0.9990195302186301,0.0
trim16/transition1,transpose,intact,3,34,0.3746449999999999,0.08823529411764706
trim16/transition1,transpose,intact,4,2,0.4998219019037419,0.0
trim16/transition1,transpose,intact,5,6,0.5007172543032267,0.16666666666666666
trim16/transition1,transpose,intact,9,6,0.9990199999999999,0.0
trim16/transition1,unchanged,ambiguous,4,8,0.4996778369071129,0.5
trim16/transition1,unchanged,ambiguous,5,38,0.5214213683541796,0.39473684210526316
trim16/transition1,unchanged,ambiguous,9,2,0.9990199980639325,0.0
trim16/transition1,unchanged,intact,3,3,0.3906317177265457,0.0
trim16/transition1,unchanged,intact,4,10,0.4798381097913368,0.6
trim16/transition1,unchanged,intact,5,28,0.5066628951624353,0.25
trim16/transition1,unchanged,intact,8,2,0.8409263031608565,1.0
trim16/transition1,unchanged,intact,9,5,0.9990123031243698,0.0
trim16/transition1,unchanged,removal,3,44,0.37464499999999995,0.09090909090909091
trim16/transition1,unchanged,removal,6,4,0.6659771275572357,0.0
trim16/transition1,unchanged,reset,3,44,0.37464499999999995,0.09090909090909091
trim16/transition1,unchanged,reset,9,4,0.99902,0.0
trim16/transition1,unchanged,shuffle,3,3,0.3912902134099849,0.0
trim16/transition1,unchanged,shuffle,4,11,0.48161251869263816,0.36363636363636365
trim16/transition1,unchanged,shuffle,5,27,0.5071813781940931,0.6296296296296297
trim16/transition1,unchanged,shuffle,8,2,0.8359508859393867,1.0
trim16/transition1,unchanged,shuffle,9,5,0.9990118065474946,0.0
trim16/transition1,unchanged,swap,3,3,0.3906317177265457,0.0
trim16/transition1,unchanged,swap,4,10,0.4798381097913368,0.6
trim16/transition1,unchanged,swap,5,28,0.5066628951624353,0.25
trim16/transition1,unchanged,swap,8,2,0.8409263031608565,1.0
trim16/transition1,unchanged,swap,9,5,0.9990123031243698,0.0
trim16/transition1,unchanged,unrelated,3,22,0.37464499999999995,0.045454545454545456
trim16/transition1,unchanged,unrelated,5,2,0.5001672219430447,0.0
trim16/transition1,unchanged,unrelated,9,24,0.9990199999999998,0.041666666666666664
trim16/transition2,stretch,intact,3,2,0.37464499999999995,0.0
trim16/transition2,stretch,intact,9,46,0.9990173176819254,0.7391304347826086
trim16/transition2,timbre,intact,3,1,0.37464499999999995,0.0
trim16/transition2,timbre,intact,9,47,0.9990199500232586,0.8936170212765957
trim16/transition2,transpose,intact,3,48,0.37464499999999995,0.08333333333333333
trim16/transition2,unchanged,ambiguous,4,12,0.49970407150750534,0.5
trim16/transition2,unchanged,ambiguous,5,30,0.5133831251483622,0.43333333333333335
trim16/transition2,unchanged,ambiguous,7,4,0.7633785161851632,0.5
trim16/transition2,unchanged,ambiguous,9,2,0.9990199980639325,0.0
trim16/transition2,unchanged,intact,3,1,0.37464499999999995,0.0
trim16/transition2,unchanged,intact,9,47,0.9990191811834437,0.8936170212765957
trim16/transition2,unchanged,removal,3,48,0.37464499999999995,0.08333333333333333
trim16/transition2,unchanged,reset,3,48,0.37464499999999995,0.08333333333333333
trim16/transition2,unchanged,shuffle,3,1,0.37464499999999995,0.0
trim16/transition2,unchanged,shuffle,9,47,0.9990191283561166,0.8936170212765957
trim16/transition2,unchanged,swap,3,1,0.37464499999999995,0.0
trim16/transition2,unchanged,swap,9,47,0.9990191811834437,0.8936170212765957
trim16/transition2,unchanged,unrelated,3,48,0.37464499999999995,0.08333333333333333
trim16/transition3,stretch,intact,3,14,0.374645,0.0
trim16/transition3,stretch,intact,9,34,0.9990199999999999,1.0
trim16/transition3,timbre,intact,3,6,0.37464499999999995,0.0
trim16/transition3,timbre,intact,9,42,0.9990199999999999,1.0
trim16/transition3,transpose,intact,3,48,0.37464499999999995,0.08333333333333333
trim16/transition3,unchanged,ambiguous,3,6,0.37464499999999995,0.0
trim16/transition3,unchanged,ambiguous,4,16,0.49966084426531915,0.5
trim16/transition3,unchanged,ambiguous,5,22,0.511875930842582,0.5
trim16/transition3,unchanged,ambiguous,7,4,0.7633785161851632,0.5
trim16/transition3,unchanged,intact,3,6,0.37464499999999995,0.0
trim16/transition3,unchanged,intact,9,42,0.9990199999999999,1.0
trim16/transition3,unchanged,removal,3,48,0.37464499999999995,0.08333333333333333
trim16/transition3,unchanged,reset,3,48,0.37464499999999995,0.08333333333333333
trim16/transition3,unchanged,shuffle,3,6,0.37464499999999995,0.0
trim16/transition3,unchanged,shuffle,9,42,0.9990199999999999,1.0
trim16/transition3,unchanged,swap,3,6,0.37464499999999995,0.0
trim16/transition3,unchanged,swap,9,42,0.9990199999999999,1.0
trim16/transition3,unchanged,unrelated,3,48,0.37464499999999995,0.08333333333333333
