model,cell,condition,accuracy,accuracy_lower95,accuracy_upper95,paired_success,paired_success_lower95,paired_success_upper95,log_loss,log_loss_lower95,log_loss_upper95,brier,brier_lower95,brier_upper95
repaired/absolute,joint,ambiguous,0.5,0.5,0.5,0.0,0.0,0.0,1.1038244333314475,0.6988814664765085,1.693323887934393,0.5484132870581733,0.5027465585302006,0.6107560798250412
repaired/absolute,joint,intact,0.9375,0.875,1.0,0.875,0.75,1.0,0.0827134711419878,0.0009804805139615315,0.18487970942702062,0.04688633937500003,9.800000000392828e-07,0.10549303859375002
repaired/absolute,joint,removal,0.22916666666666666,0.125,0.3333333333333333,0.0,0.0,0.0,4.489965658217623,2.850298672157622,6.402236199964218,0.9164377925,0.7811565425000001,1.0517190425
repaired/absolute,joint,reset,0.22916666666666666,0.125,0.3333333333333333,0.0,0.0,0.0,4.489965658217623,2.850298672157622,6.402236199964218,0.9164377925,0.7811565425000001,1.0517190425
repaired/absolute,joint,shuffle,0.9375,0.875,1.0,0.875,0.75,1.0,0.10314671879899436,0.0009804805139615315,0.22574620474103377,0.05860767921875002,9.800000000392828e-07,0.12893571828125003
repaired/absolute,joint,swap,0.9375,0.875,1.0,0.875,0.75,1.0,0.0827134711419878,0.0009804805139615315,0.18487970942702062,0.04688633937500003,9.800000000392828e-07,0.10549303859375002
repaired/absolute,legato,intact,0.9166666666666666,0.8333333333333334,0.9791666666666666,0.8333333333333334,0.6666666666666666,0.9583333333333334,0.34897158737050765,0.04184697582797466,0.8814878198275472,0.09765973390625003,0.023443659687500035,0.19531848781249997
repaired/present,detached,intact,0.22916666666666666,0.125,0.3333333333333333,0.0,0.0,0.0,4.489965658217623,2.850298672157622,6.402236199964218,0.9164377925,0.7811565425000001,1.0517190425
repaired/present,duration,intact,0.22916666666666666,0.125,0.3333333333333333,0.0,0.0,0.0,4.489965658217623,2.850298672157622,6.402236199964218,0.9164377925,0.7811565425000001,1.0517190425
repaired/present,joint,ambiguous,0.22916666666666666,0.125,0.3333333333333333,0.0,0.0,0.0,4.489965658217623,2.850298672157622,6.402236199964218,0.9164377925,0.7811565425000001,1.0517190425
repaired/present,joint,intact,0.22916666666666666,0.125,0.3333333333333333,0.0,0.0,0.0,4.489965658217623,2.850298672157622,6.402236199964218,0.9164377925,0.7811565425000001,1.0517190425
