group,cell,condition,variant,whole_duration_s,support_duration_s,available,cycles,extra_processing_seconds
ewr-16,joint,ambiguous,1,0.108,0.076,1,23.645620433895147,0.000687042
ewr-16,joint,ambiguous,1,0.1,0.068,1,14.959837572687526,0.000326208
ewr-16,joint,ambiguous,1,0.08,0.048,1,7.910981086203681,0.000149583
ewr-16,joint,ambiguous,1,0.092,0.06,1,11.759874780026362,0.000277125
ewr-16,joint,ambiguous,1,0.112,0.08,1,24.890497993754433,0.0006865
ewr-16,joint,ambiguous,1,0.108,0.076,1,16.719929540668584,0.000242375
ewr-16,joint,ambiguous,1,0.072,0.04,1,6.5923517763614345,0.000567709
ewr-17,detached,intact,0,0.1,0.068,1,21.156735525981812,0.000736958
ewr-17,detached,intact,0,0.1,0.068,1,25.15960878780481,0.000357166
ewr-17,detached,intact,0,0.088,0.056,1,27.65800265288624,0.000831084
ewr-17,detached,intact,0,0.096,0.064,1,37.59099766441465,0.000164834
ewr-17,detached,intact,0,0.096,0.064,1,19.9120335160923,0.000201083
ewr-17,detached,intact,0,0.1,0.068,1,23.747376665600676,0.000549167
ewr-17,detached,intact,0,0.092,0.06,1,29.633368123597396,0.000213167
ewr-17,detached,intact,0,0.092,0.06,1,24.918022961535325,0.000345291
ewr-17,detached,intact,0,0.1,0.068,1,21.156675577457072,0.000270125
ewr-17,detached,intact,0,0.1,0.068,1,23.758396096677497,0.000597708
ewr-17,detached,intact,0,0.088,0.056,1,27.657803797350166,0.000746792
ewr-17,detached,intact,1,0.1,0.068,1,21.156735525981812,0.000731583
ewr-17,detached,intact,1,0.1,0.068,1,25.15960878780481,0.000352375
ewr-17,detached,intact,1,0.092,0.06,1,29.63356064135555,0.000746125
ewr-17,detached,intact,1,0.092,0.06,1,24.91831784120115,0.00015875
ewr-17,detached,intact,1,0.096,0.064,1,19.9120335160923,0.000199584
ewr-17,detached,intact,1,0.1,0.068,1,23.747376665600676,0.000538
ewr-17,detached,intact,1,0.092,0.06,1,29.633368123597396,0.0002095
ewr-17,detached,intact,1,0.096,0.064,1,37.59037349616806,0.000291209
ewr-17,detached,intact,1,0.1,0.068,1,21.156675577457072,0.000259416
ewr-17,detached,intact,1,0.1,0.068,1,23.758396096677497,0.000580833
ewr-17,detached,intact,1,0.088,0.056,1,27.657803797350166,0.000704584
ewr-17,legato,intact,0,0.1,0.068,1,21.156546264464883,0.000697167
ewr-17,legato,intact,0,0.1,0.068,1,25.159794499706084,0.000339833
ewr-17,legato,intact,0,0.076,0.044,1,21.731029337093624,0.000159833
ewr-17,legato,intact,0,0.104,0.072,1,42.28879527398877,0.000429917
ewr-17,legato,intact,0,0.096,0.064,1,19.912041681956516,0.00019775
ewr-17,legato,intact,0,0.108,0.076,1,26.541028675544307,0.00044525
ewr-17,legato,intact,0,0.08,0.048,1,23.707051257328384,0.000250417
ewr-17,legato,intact,0,0.104,0.072,1,29.901883548995887,0.000259584
ewr-17,legato,intact,0,0.1,0.068,1,21.156575113804205,0.000263458
ewr-17,legato,intact,0,0.104,0.072,1,25.14474307521516,0.0005425
ewr-17,legato,intact,0,0.092,0.06,1,29.63307242468132,0.00063225
ewr-17,legato,intact,1,0.1,0.068,1,21.156546264464883,0.000694417
ewr-17,legato,intact,1,0.1,0.068,1,25.159794499706084,0.000307791
ewr-17,legato,intact,1,0.084,0.052,1,25.682208759529615,0.000791708
ewr-17,legato,intact,1,0.104,0.072,1,29.901672046528198,0.000890209
ewr-17,legato,intact,1,0.096,0.064,1,19.912041681956516,0.00020025
ewr-17,legato,intact,1,0.108,0.076,1,26.541028675544307,0.000446958
ewr-17,legato,intact,1,0.076,0.044,1,21.731495156484062,0.000301958
ewr-17,legato,intact,1,0.112,0.08,1,46.987627797289036,0.00022025
ewr-17,legato,intact,1,0.1,0.068,1,21.156575113804205,0.000261959
ewr-17,legato,intact,1,0.104,0.072,1,25.14474307521516,0.000540167
ewr-17,legato,intact,1,0.092,0.06,1,29.63307242468132,0.000625375
ewr-17,duration,intact,0,0.088,0.056,1,17.423026381893667,0.000816542
ewr-17,duration,intact,0,0.12,0.088,1,32.55960370092013,0.000220167
ewr-17,duration,intact,0,0.084,0.052,1,25.68213254347187,0.00073425
ewr-17,duration,intact,0,0.1,0.068,1,39.93872204917577,0.000863958
ewr-17,duration,intact,0,0.096,0.064,1,19.912144421939633,0.000156083
ewr-17,duration,intact,0,0.116,0.084,1,29.335079917235344,0.000311416
ewr-17,duration,intact,0,0.084,0.052,1,25.682385421231412,0.000795917
ewr-17,duration,intact,0,0.096,0.064,1,26.579237617963294,0.000158583
ewr-17,duration,intact,0,0.116,0.084,1,26.1349252953769,0.000689917
ewr-17,duration,intact,0,0.108,0.076,1,26.541353362997395,0.000216125
ewr-17,duration,intact,0,0.088,0.056,1,27.65752714360101,0.000381791
ewr-17,duration,intact,1,0.088,0.056,1,17.423026381893667,0.0008225
ewr-17,duration,intact,1,0.12,0.088,1,32.55960370092013,0.000219
ewr-17,duration,intact,1,0.088,0.056,1,27.657688170830674,0.000651542
ewr-17,duration,intact,1,0.096,0.064,1,26.579483354529167,0.000839
