front,group,cell,condition,variant,true_events,predicted_events,matched_events,bounded_matches,precision,recall,f1,split_count,merge_count,split_rate,merge_rate,pitch_accuracy,pitch_availability,mean_pitch_error_available,octave_error_rate,mean_onset_error_s,mean_end_error_s,max_true_end_latency_s,max_inferred_end_latency_s
repaired,ewr-29,joint,removal,1,9,9,9,9,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.000475637187025097,0.0,0.008555555555555556,0.011319444444444444,0.11525,0.104
streaming,ewr-29,joint,removal,1,9,9,9,9,1.0,1.0,1.0,0,0,0.0,0.0,0.6666666666666666,1.0,6.40337956499204,0.0,0.008555555555555556,0.011319444444444444,0.11525,0.104
fixed,ewr-29,joint,removal,1,9,12,8,1,0.08333333333333333,0.1111111111111111,0.09523809523809523,2,0,0.2222222222222222,0.0,0.8888888888888888,0.8888888888888888,0.03134218976219605,0.0,0.021656250000000002,0.0196171875,0.0103125,0.0
oracle-boundary,ewr-29,joint,removal,1,9,9,9,9,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.00042284281555381316,0.0,0.0,0.0,0.06275,0.06275
repaired,ewr-29,joint,swap,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.00071981978751413,0.0,0.009613636363636362,0.01225,0.11525,0.104
streaming,ewr-29,joint,swap,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,0.5454545454545454,1.0,8.058902510113827,0.09090909090909091,0.009613636363636362,0.01225,0.11525,0.104
fixed,ewr-29,joint,swap,0,11,16,10,1,0.0625,0.09090909090909091,0.07407407407407407,4,0,0.36363636363636365,0.0,0.7272727272727273,0.9090909090909091,3.1271149136223753,0.09090909090909091,0.019,0.02160625,0.0103125,0.0
oracle-boundary,ewr-29,joint,swap,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0006997005561153458,0.0,0.0,0.0,0.06275,0.06275
repaired,ewr-29,joint,swap,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0007562481963341709,0.0,0.00925,0.011886363636363638,0.11525,0.104
streaming,ewr-29,joint,swap,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,0.5454545454545454,1.0,8.059044503476583,0.09090909090909091,0.00925,0.011886363636363638,0.11525,0.104
fixed,ewr-29,joint,swap,1,11,16,10,1,0.0625,0.09090909090909091,0.07407407407407407,4,0,0.36363636363636365,0.0,0.7272727272727273,0.9090909090909091,3.126664848164717,0.09090909090909091,0.019,0.02160625,0.0103125,0.0
oracle-boundary,ewr-29,joint,swap,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0006997005561153458,0.0,0.0,0.0,0.06275,0.06275
repaired,ewr-29,joint,shuffle,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.000734285662769936,0.0,0.009250000000000001,0.011886363636363638,0.11525,0.104
streaming,ewr-29,joint,shuffle,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,0.5454545454545454,1.0,7.4245316081880555,0.18181818181818182,0.009250000000000001,0.011886363636363638,0.11525,0.104
fixed,ewr-29,joint,shuffle,0,11,16,10,1,0.0625,0.09090909090909091,0.07407407407407407,4,0,0.36363636363636365,0.0,0.7272727272727273,0.9090909090909091,3.121633679911972,0.09090909090909091,0.0188375,0.02144375,0.0091875,0.0
oracle-boundary,ewr-29,joint,shuffle,0,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0006997005561153458,0.0,0.0,0.0,0.06275,0.06275
repaired,ewr-29,joint,shuffle,1,11,11,11,11,1.0,1.0,1.0,0,0,0.0,0.0,1.0,1.0,0.0007703657488394552,0.0,0.008886363636363637,0.01152272727272727,0.11525,0.104
