model,cell,condition,accuracy,accuracy_lower95,accuracy_upper95,log_loss,log_loss_lower95,log_loss_upper95,brier,brier_lower95,brier_upper95,entropy,entropy_lower95,entropy_upper95,unknown_mass,unknown_mass_lower95,unknown_mass_upper95,confidence,confidence_lower95,confidence_upper95,paired_success,paired_success_lower95,paired_success_upper95
a32_48/present,joint,intact,0.0625,0.0,0.1875,5.220279849998905,2.623466180080497,8.634904186977096,1.0933440425,0.9060315425000001,1.2494377925,1.2652230253095489,1.2652230253095489,1.2652230253095489,1.9999999999999998e-05,1.9999999999999998e-05,1.9999999999999998e-05,0.37464499999999995,0.37464499999999995,0.37464499999999995,0.0,0.0,0.0
a32_48/present,joint,removal,0.0625,0.0,0.1875,5.220279849998905,2.623466180080497,8.634904186977096,1.0933440425,0.9060315425000001,1.2494377925,1.2652230253095489,1.2652230253095489,1.2652230253095489,1.9999999999999998e-05,1.9999999999999998e-05,1.9999999999999998e-05,0.37464499999999995,0.37464499999999995,0.37464499999999995,0.0,0.0,0.0
a32_48/present,joint,reset,0.0625,0.0,0.1875,5.220279849998905,2.623466180080497,8.634904186977096,1.0933440425,0.9060315425000001,1.2494377925,1.2652230253095489,1.2652230253095489,1.2652230253095489,1.9999999999999998e-05,1.9999999999999998e-05,1.9999999999999998e-05,0.37464499999999995,0.37464499999999995,0.37464499999999995,0.0,0.0,0.0
a32_48/present,joint,shuffle,0.0625,0.0,0.1875,5.220279849998905,2.623466180080497,8.634904186977096,1.0933440425,0.9060315425000001,1.2494377925,1.2652230253095489,1.2652230253095489,1.2652230253095489,1.9999999999999998e-05,1.9999999999999998e-05,1.9999999999999998e-05,0.37464499999999995,0.37464499999999995,0.37464499999999995,0.0,0.0,0.0
a32_48/present,joint,swap,0.0625,0.0,0.1875,5.220279849998905,2.623466180080497,8.634904186977096,1.0933440425,0.9060315425000001,1.2494377925,1.2652230253095489,1.2652230253095489,1.2652230253095489,1.9999999999999998e-05,1.9999999999999998e-05,1.9999999999999998e-05,0.37464499999999995,0.37464499999999995,0.37464499999999995,0.0,0.0,0.0
a32_48/present,joint,unrelated,0.0625,0.0,0.1875,5.220279849998905,2.623466180080497,8.634904186977096,1.0933440425,0.9060315425000001,1.2494377925,1.2652230253095489,1.2652230253095489,1.2652230253095489,1.9999999999999998e-05,1.9999999999999998e-05,1.9999999999999998e-05,0.37464499999999995,0.37464499999999995,0.37464499999999995,0.0,0.0,0.0
a32_48/present,legato,intact,0.0625,0.0,0.1875,5.220279849998905,2.623466180080497,8.634904186977096,1.0933440425,0.9060315425000001,1.2494377925,1.2652230253095489,1.2652230253095489,1.2652230253095489,1.9999999999999998e-05,1.9999999999999998e-05,1.9999999999999998e-05,0.37464499999999995,0.37464499999999995,0.37464499999999995,0.0,0.0,0.0
a32_48/recency,detached,intact,0.5625,0.25,0.875,3.050403618800355,0.9074304742549205,5.193376763345789,0.8337,0.23995000000000005,1.4274499999999999,0.38625940550147086,0.38625940550147086,0.38625940550147086,0.001,0.001,0.001,0.951,0.951,0.951,0.5,0.125,0.875
a32_48/recency,duration,intact,0.625,0.25,0.875,2.621808989891268,0.9074304742549205,5.193376763345789,0.71495,0.23995000000000005,1.4274499999999999,0.38625940550147086,0.38625940550147086,0.38625940550147086,0.001,0.001,0.001,0.951,0.951,0.951,0.625,0.25,0.875
a32_48/recency,joint,ambiguous,0.5,0.5,0.5,3.4789982477094417,3.4789982477094417,3.4789982477094417,0.95245,0.95245,0.95245,0.38625940550147086,0.38625940550147086,0.38625940550147086,0.001,0.001,0.001,0.951,0.951,0.951,0.0,0.0,0.0
a32_48/recency,joint,intact,0.625,0.25,0.875,2.621808989891268,0.9074304742549205,5.193376763345789,0.71495,0.23995000000000005,1.4274499999999999,0.38625940550147086,0.38625940550147086,0.38625940550147086,0.001,0.001,0.001,0.951,0.951,0.951,0.625,0.25,0.875
a32_48/recency,joint,removal,0.0625,0.0,0.1875,3.780247683735378,2.1740100319680145,5.711403719909381,1.0741687499999997,0.8960437499999998,1.2226062499999997,1.5615080942797084,1.5615080942797084,1.5615080942797084,0.001,0.001,0.001,0.35724999999999996,0.35724999999999996,0.35724999999999996,0.0,0.0,0.0
a32_48/recency,joint,reset,0.0625,0.0,0.1875,3.780247683735378,2.1740100319680145,5.711403719909381,1.0741687499999997,0.8960437499999998,1.2226062499999997,1.5615080942797084,1.5615080942797084,1.5615080942797084,0.001,0.001,0.001,0.35724999999999996,0.35724999999999996,0.35724999999999996,0.0,0.0,0.0
a32_48/recency,joint,shuffle,0.625,0.25,0.875,2.621808989891268,0.9074304742549205,5.193376763345789,0.71495,0.23995000000000005,1.4274499999999999,0.38625940550147086,0.38625940550147086,0.38625940550147086,0.001,0.001,0.001,0.951,0.951,0.951,0.625,0.25,0.875
a32_48/recency,joint,swap,0.625,0.25,0.875,2.621808989891268,0.9074304742549205,5.193376763345789,0.71495,0.23995000000000005,1.4274499999999999,0.38625940550147086,0.38625940550147086,0.38625940550147086,0.001,0.001,0.001,0.951,0.951,0.951,0.625,0.25,0.875
a32_48/recency,joint,unrelated,0.375,0.125,0.75,2.5416601669184815,0.827281651282134,4.515052160836625,0.7130945312499999,0.2926453125,1.06266484375,1.1207898359878694,0.6800715776960302,1.4146020081824286,0.001,0.001,0.001,0.57990625,0.43146874999999996,0.8025625,0.375,0.125,0.75
a32_48/recency,legato,intact,0.625,0.25,0.875,2.621808989891268,0.9074304742549205,5.193376763345789,0.71495,0.23995000000000005,1.4274499999999999,0.38625940550147086,0.38625940550147086,0.38625940550147086,0.001,0.001,0.001,0.951,0.951,0.951,0.625,0.25,0.875
a32_48/reference,detached,intact,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07,0.011582902361779928,0.011582902361779928,0.011582902361779928,1.9999999999999998e-05,1.9999999999999998e-05,1.9999999999999998e-05,0.9990199999999999,0.9990199999999999,0.9990199999999999,1.0,1.0,1.0
a32_48/reference,duration,intact,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07,0.011582902361779928,0.011582902361779928,0.011582902361779928,1.9999999999999998e-05,1.9999999999999998e-05,1.9999999999999998e-05,0.9990199999999999,0.9990199999999999,0.9990199999999999,1.0,1.0,1.0
a32_48/reference,joint,ambiguous,0.5,0.5,0.5,0.6961425516148891,0.694524011605666,0.6982549525790922,0.502020101010918,0.5004154078515501,0.5041117169443958,0.701802939462882,0.6997037545694333,0.7034127442811926,1.9999999999999998e-05,1.9999999999999998e-05,1.9999999999999998e-05,0.5228998407581882,0.5087003114503091,0.5382902939003833,0.0,0.0,0.0
a32_48/reference,joint,intact,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07,0.011582902361779928,0.011582902361779928,0.011582902361779928,1.9999999999999998e-05,1.9999999999999998e-05,1.9999999999999998e-05,0.9990199999999999,0.9990199999999999,0.9990199999999999,1.0,1.0,1.0
a32_48/reference,joint,removal,0.0625,0.0,0.1875,5.220279849998905,2.623466180080497,8.634904186977096,1.0933440425,0.9060315425000001,1.2494377925,1.2652230253095489,1.2652230253095489,1.2652230253095489,1.9999999999999998e-05,1.9999999999999998e-05,1.9999999999999998e-05,0.37464499999999995,0.37464499999999995,0.37464499999999995,0.0,0.0,0.0
a32_48/reference,joint,reset,0.0625,0.0,0.1875,5.220279849998905,2.623466180080497,8.634904186977096,1.0933440425,0.9060315425000001,1.2494377925,1.2652230253095489,1.2652230253095489,1.2652230253095489,1.9999999999999998e-05,1.9999999999999998e-05,1.9999999999999998e-05,0.37464499999999995,0.37464499999999995,0.37464499999999995,0.0,0.0,0.0
a32_48/reference,joint,shuffle,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07,0.011582902361779928,0.011582902361779928,0.011582902361779928,1.9999999999999998e-05,1.9999999999999998e-05,1.9999999999999998e-05,0.9990199999999999,0.9990199999999999,0.9990199999999999,1.0,1.0,1.0
a32_48/reference,joint,swap,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07,0.011582902361779928,0.011582902361779928,0.011582902361779928,1.9999999999999998e-05,1.9999999999999998e-05,1.9999999999999998e-05,0.9990199999999999,0.9990199999999999,0.9990199999999999,1.0,1.0,1.0
a32_48/reference,joint,unrelated,0.0625,0.0,0.1875,5.220279849998905,2.623466180080497,8.634904186977096,1.0933440425,0.9060315425000001,1.2494377925,1.2652230253095489,1.2652230253095489,1.2652230253095489,1.9999999999999998e-05,1.9999999999999998e-05,1.9999999999999998e-05,0.37464499999999995,0.37464499999999995,0.37464499999999995,0.0,0.0,0.0
a32_48/reference,legato,intact,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07,0.011582902361779928,0.011582902361779928,0.011582902361779928,1.9999999999999998e-05,1.9999999999999998e-05,1.9999999999999998e-05,0.9990199999999999,0.9990199999999999,0.9990199999999999,1.0,1.0,1.0
a32_48/transition1,detached,intact,0.6875,0.375,0.9375,0.6230191679319288,0.5263088074285593,0.6887575438654394,0.4410912821462649,0.36854122313505766,0.49465827108955523,0.6591364217431903,0.5722832906024732,0.7035764499031967,1.9999999999999998e-05,1.9999999999999998e-05,1.9999999999999998e-05,0.5476376597133769,0.5061192142821277,0.6139721815202579,0.625,0.25,0.875
a32_48/transition1,duration,intact,0.75,0.5,0.9375,0.44956706019770043,0.24396731308870145,0.6149991396470911,0.3071889968890881,0.16805924914216563,0.4258575127019645,0.5126060820773133,0.2678812794136115,0.6862253511914229,1.9999999999999998e-05,1.9999999999999998e-05,1.9999999999999998e-05,0.6801435395079648,0.5611666600930401,0.8252302341538367,0.625,0.25,0.875
a32_48/transition1,joint,ambiguous,0.5,0.5,0.5,0.70008478958413,0.6942734715557562,0.7079779625674205,0.5058265341593986,0.5001659367913053,0.5135284369263806,0.6979506859718397,0.690142826568811,0.7036625998804817,1.9999999999999998e-05,1.9999999999999998e-05,1.9999999999999998e-05,0.5308945291994847,0.504474932752686,0.5639582378251073,0.0,0.0,0.0
