kind,model,cell,condition,accuracy,accuracy_lower95,accuracy_upper95,paired_success,paired_success_lower95,paired_success_upper95,log_loss,log_loss_lower95,log_loss_upper95,brier,brier_lower95,brier_upper95
acoustic,retrieval_absolute,joint,removal,0.0625,0.0,0.1875,0.0,0.0,0.0,6.34867715741578,3.0206895452019347,9.676664769629626,1.015437651875001,0.8905626518750009,1.124703276875001
acoustic,retrieval_absolute,joint,reset,0.0625,0.0,0.1875,0.0,0.0,0.0,6.34867715741578,3.0206895452019347,9.676664769629626,1.015437651875001,0.8905626518750009,1.124703276875001
acoustic,retrieval_absolute,joint,shuffle,0.5,0.125,0.875,0.5,0.125,0.875,5.410379382462122,1.3533302060010017,9.467428558923242,0.5857661909375005,0.14644228273437515,1.0250900991406258
acoustic,retrieval_absolute,joint,swap,0.5,0.125,0.875,0.5,0.125,0.875,5.410379382462122,1.3533302060010017,9.467428558923242,0.5857661909375005,0.14644228273437515,1.0250900991406258
acoustic,retrieval_absolute,matched,intact,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
acoustic,retrieval_absolute,timbre,intact,0.5,0.125,0.875,0.5,0.125,0.875,5.410379382462122,1.3533302060010017,9.467428558923242,0.5857661909375005,0.14644228273437515,1.0250900991406258
acoustic,transition,duration,intact,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
acoustic,transition,joint,ambiguous,0.25,0.0625,0.4375,0.0,0.0,0.0,5.756942963032676,1.9598164719994715,9.554069454065882,0.8357659409375003,0.5839418452343751,1.0875900366406257
acoustic,transition,joint,intact,0.5,0.125,0.875,0.5,0.125,0.875,5.410379382462122,1.3533302060010017,9.467428558923242,0.5857661909375005,0.14644228273437515,1.0250900991406258
acoustic,transition,joint,removal,0.0625,0.0,0.1875,0.0,0.0,0.0,6.34867715741578,3.0206895452019347,9.676664769629626,1.015437651875001,0.8905626518750009,1.124703276875001
acoustic,transition,joint,reset,0.0625,0.0,0.1875,0.0,0.0,0.0,6.34867715741578,3.0206895452019347,9.676664769629626,1.015437651875001,0.8905626518750009,1.124703276875001
acoustic,transition,joint,shuffle,0.5,0.125,0.875,0.5,0.125,0.875,5.410379382462122,1.3533302060010017,9.467428558923242,0.5857661909375005,0.14644228273437515,1.0250900991406258
acoustic,transition,joint,swap,0.5,0.125,0.875,0.5,0.125,0.875,5.410379382462122,1.3533302060010017,9.467428558923242,0.5857661909375005,0.14644228273437515,1.0250900991406258
acoustic,transition,matched,intact,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
acoustic,transition,timbre,intact,0.5,0.125,0.875,0.5,0.125,0.875,5.410379382462122,1.3533302060010017,9.467428558923242,0.5857661909375005,0.14644228273437515,1.0250900991406258
oracle,candidate,duration,intact,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
oracle,candidate,joint,ambiguous,0.5,0.5,0.5,0.0,0.0,0.0,0.69410764165507,0.6941076416550699,0.69410764165507,0.50000048,0.50000048,0.50000048
oracle,candidate,joint,intact,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
oracle,candidate,joint,removal,0.125,0.0,0.3125,0.0,0.0,0.0,1.8268995643572148,1.7255466322290893,1.978928962549403,0.843734526875001,0.8125157768750009,0.8905626518750008
oracle,candidate,joint,reset,0.125,0.0,0.3125,0.0,0.0,0.0,1.8268995643572148,1.7255466322290893,1.978928962549403,0.843734526875001,0.8125157768750009,0.8905626518750008
oracle,candidate,joint,shuffle,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
oracle,candidate,joint,swap,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
