kind,model,group,cell,condition,accuracy,paired_success,log_loss,brier,target_quantization_error
oracle,reference,cmr-14,joint,ambiguous,0.5,0.0,0.69410764165507,0.50000048,0.0
oracle,candidate,cmr-14,joint,ambiguous,0.5,0.0,0.69410764165507,0.50000048,0.0
acoustic,candidate,cmr-15,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.9903630610329515e-05
acoustic,present,cmr-15,matched,intact,0.0,0.0,1.6748701661650265,0.796906401875001,1.9903630610329515e-05
acoustic,recency,cmr-15,matched,intact,1.0,1.0,0.05024121643674679,0.0024500000000000632,1.9903630610329515e-05
acoustic,reference,cmr-15,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.9903630610329515e-05
acoustic,retrieval_absolute,cmr-15,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.9903630610329515e-05
acoustic,transition,cmr-15,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.9903630610329515e-05
oracle,present,cmr-15,matched,intact,0.0,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,recency,cmr-15,matched,intact,1.0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-15,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-15,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-15,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-15,matched,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-15,timbre,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.9903630610329515e-05
acoustic,present,cmr-15,timbre,intact,0.0,0.0,1.6748701661650265,0.796906401875001,1.9903630610329515e-05
acoustic,recency,cmr-15,timbre,intact,1.0,1.0,0.05024121643674679,0.0024500000000000632,1.9903630610329515e-05
acoustic,reference,cmr-15,timbre,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.9903630610329515e-05
acoustic,retrieval_absolute,cmr-15,timbre,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.9903630610329515e-05
acoustic,transition,cmr-15,timbre,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,1.9903630610329515e-05
oracle,present,cmr-15,timbre,intact,0.0,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,recency,cmr-15,timbre,intact,1.0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-15,timbre,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-15,timbre,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-15,timbre,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-15,timbre,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-15,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.89067313161695e-05
acoustic,present,cmr-15,duration,intact,0.0,0.0,1.6748701661650265,0.796906401875001,2.89067313161695e-05
acoustic,recency,cmr-15,duration,intact,1.0,1.0,0.05024121643674679,0.0024500000000000632,2.89067313161695e-05
acoustic,reference,cmr-15,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.89067313161695e-05
acoustic,retrieval_absolute,cmr-15,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.89067313161695e-05
acoustic,transition,cmr-15,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.89067313161695e-05
oracle,present,cmr-15,duration,intact,0.0,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,recency,cmr-15,duration,intact,1.0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-15,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-15,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-15,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-15,duration,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-15,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.89067313161695e-05
acoustic,present,cmr-15,joint,intact,0.0,0.0,1.6748701661650265,0.796906401875001,2.89067313161695e-05
acoustic,recency,cmr-15,joint,intact,1.0,1.0,0.05024121643674679,0.0024500000000000632,2.89067313161695e-05
acoustic,reference,cmr-15,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.89067313161695e-05
acoustic,retrieval_absolute,cmr-15,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.89067313161695e-05
acoustic,transition,cmr-15,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.89067313161695e-05
oracle,present,cmr-15,joint,intact,0.0,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,recency,cmr-15,joint,intact,1.0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-15,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-15,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-15,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-15,joint,intact,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-15,joint,reset,0.0,0.0,1.6748701661650265,0.796906401875001,2.89067313161695e-05
acoustic,present,cmr-15,joint,reset,0.0,0.0,1.6748701661650265,0.796906401875001,2.89067313161695e-05
acoustic,recency,cmr-15,joint,reset,0.0,0.0,1.7196713928338012,0.7988171875000005,2.89067313161695e-05
acoustic,reference,cmr-15,joint,reset,0.0,0.0,10.819778284410283,1.3118752925000006,2.89067313161695e-05
acoustic,retrieval_absolute,cmr-15,joint,reset,0.0,0.0,1.6748701661650265,0.796906401875001,2.89067313161695e-05
acoustic,transition,cmr-15,joint,reset,0.0,0.0,1.6748701661650265,0.796906401875001,2.89067313161695e-05
oracle,present,cmr-15,joint,reset,0.0,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,recency,cmr-15,joint,reset,0.0,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,transition,cmr-15,joint,reset,0.0,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,retrieval_absolute,cmr-15,joint,reset,0.0,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,reference,cmr-15,joint,reset,0.0,0.0,10.819778284410283,1.3118752925000006,0.0
oracle,candidate,cmr-15,joint,reset,0.0,0.0,1.6748701661650265,0.796906401875001,0.0
acoustic,candidate,cmr-15,joint,removal,0.0,0.0,1.6748701661650265,0.796906401875001,2.89067313161695e-05
acoustic,present,cmr-15,joint,removal,0.0,0.0,1.6748701661650265,0.796906401875001,2.89067313161695e-05
acoustic,recency,cmr-15,joint,removal,0.0,0.0,1.7196713928338012,0.7988171875000005,2.89067313161695e-05
acoustic,reference,cmr-15,joint,removal,0.0,0.0,10.819778284410283,1.3118752925000006,2.89067313161695e-05
acoustic,retrieval_absolute,cmr-15,joint,removal,0.0,0.0,1.6748701661650265,0.796906401875001,2.89067313161695e-05
acoustic,transition,cmr-15,joint,removal,0.0,0.0,1.6748701661650265,0.796906401875001,2.89067313161695e-05
oracle,present,cmr-15,joint,removal,0.0,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,recency,cmr-15,joint,removal,0.0,0.0,1.7196713928338012,0.7988171875000005,0.0
oracle,transition,cmr-15,joint,removal,0.0,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,retrieval_absolute,cmr-15,joint,removal,0.0,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,reference,cmr-15,joint,removal,0.0,0.0,10.819778284410283,1.3118752925000006,0.0
oracle,candidate,cmr-15,joint,removal,0.0,0.0,1.6748701661650265,0.796906401875001,0.0
acoustic,candidate,cmr-15,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.89067313161695e-05
acoustic,present,cmr-15,joint,swap,0.0,0.0,1.6748701661650265,0.796906401875001,2.89067313161695e-05
acoustic,recency,cmr-15,joint,swap,1.0,1.0,0.05024121643674679,0.0024500000000000632,2.89067313161695e-05
acoustic,reference,cmr-15,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.89067313161695e-05
acoustic,retrieval_absolute,cmr-15,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.89067313161695e-05
acoustic,transition,cmr-15,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.89067313161695e-05
oracle,present,cmr-15,joint,swap,0.0,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,recency,cmr-15,joint,swap,1.0,1.0,0.05024121643674679,0.0024500000000000632,0.0
oracle,transition,cmr-15,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-15,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-15,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-15,joint,swap,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-15,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.89067313161695e-05
acoustic,present,cmr-15,joint,shuffle,0.0,0.0,1.6748701661650265,0.796906401875001,2.89067313161695e-05
acoustic,recency,cmr-15,joint,shuffle,0.0,0.0,6.907755278982137,1.9024499999999982,2.89067313161695e-05
acoustic,reference,cmr-15,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.89067313161695e-05
acoustic,retrieval_absolute,cmr-15,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.89067313161695e-05
acoustic,transition,cmr-15,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,2.89067313161695e-05
oracle,present,cmr-15,joint,shuffle,0.0,0.0,1.6748701661650265,0.796906401875001,0.0
oracle,recency,cmr-15,joint,shuffle,0.0,0.0,6.907755278982137,1.9024499999999982,0.0
oracle,transition,cmr-15,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,retrieval_absolute,cmr-15,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,reference,cmr-15,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
oracle,candidate,cmr-15,joint,shuffle,1.0,1.0,0.0009804805139615315,9.800000000392828e-07,0.0
acoustic,candidate,cmr-15,joint,ambiguous,0.5,0.0,0.69410764165507,0.50000048,2.89067313161695e-05
acoustic,present,cmr-15,joint,ambiguous,0.0,0.0,1.6748701661650265,0.7969064018749996,2.89067313161695e-05
acoustic,recency,cmr-15,joint,ambiguous,0.5,0.0,3.4789982477094417,0.9524499999999994,2.89067313161695e-05
acoustic,reference,cmr-15,joint,ambiguous,0.5,0.0,0.69410764165507,0.50000048,2.89067313161695e-05
acoustic,retrieval_absolute,cmr-15,joint,ambiguous,0.5,0.0,0.69410764165507,0.50000048,2.89067313161695e-05
acoustic,transition,cmr-15,joint,ambiguous,0.5,0.0,0.69410764165507,0.50000048,2.89067313161695e-05
oracle,present,cmr-15,joint,ambiguous,0.0,0.0,1.6748701661650265,0.7969064018749996,0.0
oracle,recency,cmr-15,joint,ambiguous,0.5,0.0,3.4789982477094417,0.9524499999999994,0.0
oracle,transition,cmr-15,joint,ambiguous,0.5,0.0,0.69410764165507,0.50000048,0.0
oracle,retrieval_absolute,cmr-15,joint,ambiguous,0.5,0.0,0.69410764165507,0.50000048,0.0
oracle,reference,cmr-15,joint,ambiguous,0.5,0.0,0.69410764165507,0.50000048,0.0
oracle,candidate,cmr-15,joint,ambiguous,0.5,0.0,0.69410764165507,0.50000048,0.0
